0.18	io.avaje.webview	avaje-webview	0.18
0.17	io.avaje.webview	avaje-webview	0.17
0.16	io.avaje.webview	avaje-webview	0.16
0.15	io.avaje.webview	avaje-webview	0.15
0.14	io.avaje.webview	avaje-webview	0.14
0.13	io.avaje.webview	avaje-webview	0.13
0.12	io.avaje.webview	avaje-webview	0.12
0.11	io.avaje.webview	avaje-webview	0.11
0.10	io.avaje	avaje-webview	0.10
0.9	io.avaje	avaje-webview	0.9
0.8	io.avaje	avaje-webview	0.8
0.7	io.avaje	avaje-webview	0.7
0.6	io.avaje.experimental	avaje-webview	0.6
0.5	io.avaje.experimental	avaje-webview	0.5
0.4	io.avaje.experimental	avaje-webview	0.4
0.3	io.avaje.experimental	avaje-webview	0.3
