1.15-vvr-6.0.2-3		2022-11-07T08:09:54Z	
1.15-vvr-6.0.6		2023-04-18T08:28:08Z	
1.17-vvr-8.0.11-1		2025-02-11T09:07:15Z	
1.17-vvr-8.0.11-4		2025-06-27T14:03:28Z	
1.17-vvr-8.0.4-1		2023-12-19T05:56:16Z	
1.17-vvr-8.0.4-3		2024-08-15T03:31:43Z	
1.20-vvr-11.1.2-jdk11		2025-06-25T06:26:40Z	
1.20-vvr-11.1.2-jdk11	jar-with-dependencies	2025-06-25T06:26:51Z	
1.20-vvr-11.1.3-jdk11		2025-08-04T14:22:07Z	
1.20-vvr-11.1.4-jdk11		2025-12-30T04:44:12Z	
1.20-vvr-11.2.1-jdk11		2025-11-28T05:11:20Z	
1.20-vvr-11.3.0-jdk11		2025-10-11T03:33:23Z	
1.20-vvr-11.3.1-1-jdk11		2026-01-09T08:35:36Z	
1.20-vvr-11.3.1-jdk11		2025-12-12T09:13:57Z	
1.20-vvr-11.4.0-jdk11		2025-11-20T07:35:34Z	
1.20-vvr-11.4.1-jdk11		2026-01-09T10:59:01Z	
1.20-vvr-11.5.0-jdk11		2026-01-04T11:22:20Z	
1.20-vvr-11.6.0-jdk11		2026-03-12T05:20:26Z	
