2.8.9-ea-0	automatic	org.immutables	processor-testlib	2020-11-22T07:41:45Z	
2.8.9-ea-1	automatic	org.immutables	processor-testlib	2020-11-22T10:46:10Z	
2.9.0-beta1	automatic	org.immutables	processor-testlib	2021-04-18T18:51:39Z	
2.9.0-beta2	automatic	org.immutables	processor-testlib	2021-04-20T18:49:39Z	
2.9.0-beta3	automatic	org.immutables	processor-testlib	2021-06-19T03:37:35Z	
2.9.0-rc1	automatic	org.immutables	processor-testlib	2021-09-15T01:57:33Z	
2.9.0	automatic	org.immutables	processor-testlib	2022-01-19T03:57:55Z	
2.9.1	automatic	org.immutables	processor-testlib	2022-08-21T21:32:36Z	
2.9.2	automatic	org.immutables	processor-testlib	2022-09-08T02:43:50Z	
2.9.3	automatic	org.immutables	processor-testlib	2022-12-13T21:17:00Z	
2.10.0-rc0	automatic	org.immutables	processor-testlib	2023-06-05T18:33:06Z	
2.10.0-rc1	automatic	org.immutables	processor-testlib	2023-08-27T07:13:58Z	
2.10.0	automatic	org.immutables	processor-testlib	2023-10-06T17:10:08Z	
2.10.1	automatic	org.immutables	processor-testlib	2024-02-17T18:01:35Z	
2.11.0-beta1	automatic	org.immutables	processor-testlib	2025-03-31T02:06:40Z	
2.11.0-beta2	automatic	org.immutables	processor-testlib	2025-03-31T02:15:14Z	
2.11.0	automatic	org.immutables	processor-testlib	2025-06-27T16:49:29Z	
2.11.1	automatic	org.immutables	processor-testlib	2025-07-15T18:41:39Z	
2.11.2	automatic	org.immutables	processor-testlib	2025-08-04T18:12:45Z	
2.11.3	automatic	org.immutables	processor-testlib	2025-08-12T23:40:42Z	
2.11.4	automatic	org.immutables	processor-testlib	2025-09-25T01:58:10Z	
2.11.5	automatic	org.immutables	processor-testlib	2025-10-08T00:30:19Z	
2.11.6	automatic	org.immutables	processor-testlib	2025-10-08T18:22:06Z	
2.11.7	automatic	org.immutables	processor-testlib	2025-11-18T00:35:36Z	
2.12.0-rc0	automatic	org.immutables	processor-testlib	2025-12-08T18:30:56Z	
2.12.0	automatic	org.immutables	processor-testlib	2025-12-08T21:00:12Z	
2.12.1	automatic	org.immutables	processor-testlib	2026-01-06T20:05:44Z	
2.12.2	automatic	org.immutables	processor-testlib	2026-05-17T17:43:45Z	
