0.21	named	io.github.ralfspoeth.xldr	xlsx
0.20	named	io.github.ralfspoeth.xldr	xlsx
0.19	named	io.github.ralfspoeth.xldr	xlsx
0.18	named	io.github.ralfspoeth.xldr	xlsx
0.17	named	io.github.ralfspoeth.xldr	xlsx
0.16	named	io.github.ralfspoeth.xldr	xlsx
0.15	named	io.github.ralfspoeth.xldr	xlsx
0.14	named	io.github.ralfspoeth.xldr	xlsx
0.13	named	io.github.ralfspoeth.xldr	xlsx
0.12	named	io.github.ralfspoeth.xldr	xlsx
0.11	named	io.github.ralfspoeth.xldr	xlsx
0.10	named	io.github.ralfspoeth.xldr	xlsx
0.9	named	io.github.ralfspoeth.xldr	xlsx
0.8	named	io.github.ralfspoeth.xldr	xlsx
0.7	named	io.github.ralfspoeth.xldr	xlsx
0.6	named	io.github.ralfspoeth.xldr	xlsx
0.5	named	io.github.ralfspoeth.xldr	xlsx
0.4	named	io.github.ralfspoeth.xldr	xlsx
0.3	named	io.github.ralfspoeth.xldr	xlsx
0.2	named	io.github.ralfspoeth.xldr	xlsx
0.1	named	io.github.ralfspoeth.xldr	xlsx
