1.0.0		2017-03-13T13:42:32Z	
1.0.0	complete	2017-03-13T13:42:41Z	
1.1.0		2017-05-05T15:08:06Z	
1.1.0	complete	2017-05-05T15:07:58Z	
1.10.0		2020-01-13T05:17:57Z	
1.10.0	complete	2020-01-13T05:18:01Z	
1.10.1		2020-01-28T08:12:34Z	
1.10.1	complete	2020-01-28T08:12:18Z	
1.2.0		2017-09-18T08:35:50Z	
1.2.0	complete	2017-09-18T08:35:37Z	
1.3.0		2017-10-30T09:56:44Z	
1.3.0	complete	2017-10-30T09:56:52Z	
1.4.0		2018-01-30T08:52:40Z	
1.4.0	complete	2018-01-30T08:52:36Z	
1.5.0		2018-06-05T07:19:47Z	
1.5.0	complete	2018-06-05T07:19:50Z	
1.6.0		2018-11-07T11:09:48Z	
1.6.0	complete	2018-11-07T11:10:27Z	
1.6.1		2019-01-10T06:37:30Z	
1.6.1	complete	2019-01-10T06:37:27Z	
1.6.2		2019-01-23T10:28:49Z	
1.6.2	complete	2019-01-23T10:29:00Z	
1.7.0		2019-05-15T08:27:21Z	
1.7.0	complete	2019-05-15T08:27:14Z	
1.8.0		2019-06-28T06:05:36Z	
1.8.0	complete	2019-06-28T06:05:39Z	
1.8.1		2019-09-10T05:23:21Z	
1.8.1	complete	2019-09-10T05:23:23Z	
1.9.0		2019-09-30T05:48:20Z	
1.9.0	complete	2019-09-30T05:48:16Z	
